id;acc;crs;name
503;0.8600;0.5550;cocktail_shaker
504;0.7800;0.6215;coffee_mug
505;0.9000;0.6799;coffeepot
506;0.9400;0.8651;coil___spiral___volute___whorl___helix
507;0.9000;0.6163;combination_lock
508;0.8400;0.7816;computer_keyboard___keypad
509;0.9000;0.8476;confectionery___confectionary___candy_store
510;0.9800;0.6870;container_ship___containership___container_vessel
511;1.0000;0.6779;convertible
512;1.0000;0.7718;corkscrew___bottle_screw
513;0.9000;0.4644;cornet___horn___trumpet___trump
514;0.8600;0.6643;cowboy_boot
515;0.8400;0.4444;cowboy_hat___ten-gallon_hat
516;0.8200;0.7896;cradle
517;0.9800;0.7402;crane
518;0.9800;0.7902;crash_helmet
519;0.8400;0.6509;crate
520;0.9600;0.8502;crib___cot
521;0.9000;0.8226;Crock_Pot
522;0.9800;0.2025;croquet_ball
523;0.7200;0.4577;crutch
524;0.9600;0.6640;cuirass
525;0.9400;0.6030;dam___dike___dyke
526;0.9400;0.6072;desk
527;0.9600;0.6949;desktop_computer
528;0.9600;0.7770;dial_telephone___dial_phone
529;0.9200;0.2198;diaper___nappy___napkin
530;0.8400;0.5955;digital_clock
531;0.8800;0.6937;digital_watch
532;0.9400;0.7236;dining_table___board
533;0.9800;0.9109;dishrag___dishcloth
534;0.8000;0.7294;dishwasher___dish_washer___dishwashing_machine
535;1.0000;0.6091;disk_brake___disc_brake
536;0.8800;0.4058;dock___dockage___docking_facility
537;0.9600;0.4494;dogsled___dog_sled___dog_sleigh
538;0.9800;0.4936;dome
539;0.8000;0.5888;doormat___welcome_mat
540;0.9600;0.6371;drilling_platform___offshore_rig
541;0.6600;0.4169;drum___membranophone___tympan
542;0.8600;0.5038;drumstick
543;0.9400;0.3351;dumbbell
544;0.8800;0.7136;Dutch_oven
545;0.9400;0.8655;electric_fan___blower
546;0.9400;0.6313;electric_guitar
547;0.9800;0.6831;electric_locomotive
548;1.0000;0.7500;entertainment_center
549;0.7800;0.7555;envelope
550;0.9200;0.8515;espresso_maker
551;0.8600;0.5971;face_powder
